department_code,department_name,major_group_code,major_group_name,minor_group_code,minor_group_name,item_family_code,item_family_name,source
10,Fruit & Vegetables,2,Fruit,2,Pears,541,Pears Ya,F&V Shrinkage Retail
10,Fruit & Vegetables,2,Fruit,2,Pears,559,Pears Winter Cole,F&V Shrinkage Retail
10,Fruit & Vegetables,2,Fruit,2,Pears,580,Pears Paradise,F&V Shrinkage Retail
10,Fruit & Vegetables,2,Fruit,2,Pears,723,Pears Yali,F&V Shrinkage Retail
10,Fruit & Vegetables,2,Fruit,3,CITRUS,436,Cumquats,F&V Shrinkage Retail
10,Fruit & Vegetables,2,Fruit,3,CITRUS,456,Grapefruit,F&V Shrinkage Retail
10,Fruit & Vegetables,2,Fruit,3,CITRUS,458,Grapefruit Ruby Red,F&V Shrinkage Retail
10,Fruit & Vegetables,2,Fruit,3,CITRUS,462,Lemons,F&V Shrinkage Retail
10,Fruit & Vegetables,2,Fruit,3,CITRUS,464,Limes,F&V Shrinkage Retail
10,Fruit & Vegetables,2,Fruit,3,CITRUS,468,Mandarins Imperial,F&V Shrinkage Retail
10,Fruit & Vegetables,2,Fruit,3,CITRUS,476,Mandarins Afourer,F&V Shrinkage Retail
10,Fruit & Vegetables,2,Fruit,3,CITRUS,486,Pomellos,F&V Shrinkage Retail
10,Fruit & Vegetables,2,Fruit,3,CITRUS,488,Oranges Blood,F&V Shrinkage Retail
10,Fruit & Vegetables,2,Fruit,3,CITRUS,491,Oranges Navel,F&V Shrinkage Retail
10,Fruit & Vegetables,2,Fruit,3,CITRUS,492,Oranges Valencia,F&V Shrinkage Retail
10,Fruit & Vegetables,2,Fruit,3,CITRUS,493,Mandarins Murcott,F&V Shrinkage Retail
10,Fruit & Vegetables,2,Fruit,3,CITRUS,525,Tangelos,F&V Shrinkage Retail
10,Fruit & Vegetables,2,Fruit,3,CITRUS,573,Mandarins Daisy,F&V Shrinkage Retail
10,Fruit & Vegetables,2,Fruit,3,CITRUS,574,Limes Blood,F&V Shrinkage Retail
10,Fruit & Vegetables,2,Fruit,3,CITRUS,592,Mandarins Empress,F&V Shrinkage Retail
10,Fruit & Vegetables,2,Fruit,3,CITRUS,593,Mandarins Hickson,F&V Shrinkage Retail
10,Fruit & Vegetables,2,Fruit,3,CITRUS,4492,Oranges Navel Ruby Red,F&V Shrinkage Retail
10,Fruit & Vegetables,2,Fruit,3,CITRUS,4641,Limes Finger,F&V Shrinkage Retail
10,Fruit & Vegetables,2,Fruit,4,Bananas,419,Plantain Bananas,F&V Shrinkage Retail
10,Fruit & Vegetables,2,Fruit,4,Bananas,420,Bananas Hand,F&V Shrinkage Retail
10,Fruit & Vegetables,2,Fruit,4,Bananas,421,Bananas Loose,F&V Shrinkage Retail
10,Fruit & Vegetables,2,Fruit,4,Bananas,422,Bananas Lady Fingers,F&V Shrinkage Retail
10,Fruit & Vegetables,2,Fruit,4,Bananas,524,Banana Senyorita,F&V Shrinkage Retail
10,Fruit & Vegetables,2,Fruit,4,Bananas,7420,Bananas Eco,F&V Shrinkage Retail
10,Fruit & Vegetables,2,Fruit,5,Berries,423,Blueberries,F&V Shrinkage Retail
10,Fruit & Vegetables,2,Fruit,5,Berries,424,Blackberries,F&V Shrinkage Retail
10,Fruit & Vegetables,2,Fruit,5,Berries,427,Gooseberries,F&V Shrinkage Retail
10,Fruit & Vegetables,2,Fruit,5,Berries,430,Raspberries,F&V Shrinkage Retail
10,Fruit & Vegetables,2,Fruit,5,Berries,431,Mulberries,F&V Shrinkage Retail
10,Fruit & Vegetables,2,Fruit,5,Berries,432,Strawberries,F&V Shrinkage Retail
10,Fruit & Vegetables,2,Fruit,5,Berries,459,Mix Berries,F&V Shrinkage Retail
10,Fruit & Vegetables,2,Fruit,6,Stone Fruit,414,Apricots,F&V Shrinkage Retail
10,Fruit & Vegetables,2,Fruit,6,Stone Fruit,435,Cherries,F&V Shrinkage Retail
10,Fruit & Vegetables,2,Fruit,6,Stone Fruit,437,Cherries White,F&V Shrinkage Retail
10,Fruit & Vegetables,2,Fruit,6,Stone Fruit,442,Figs Fresh,F&V Shrinkage Retail
10,Fruit & Vegetables,2,Fruit,6,Stone Fruit,443,Figs Fresh Punnet,F&V Shrinkage Retail
10,Fruit & Vegetables,2,Fruit,6,Stone Fruit,446,Grapes Red Seedless,F&V Shrinkage Retail
10,Fruit & Vegetables,2,Fruit,6,Stone Fruit,447,Grapes Black Muscatels,F&V Shrinkage Retail
10,Fruit & Vegetables,2,Fruit,6,Stone Fruit,449,Grapes White Seedless,F&V Shrinkage Retail
10,Fruit & Vegetables,2,Fruit,6,Stone Fruit,451,Grapes Sultana,F&V Shrinkage Retail
10,Fruit & Vegetables,2,Fruit,6,Stone Fruit,484,Nectarines,F&V Shrinkage Retail
10,Fruit & Vegetables,2,Fruit,6,Stone Fruit,485,Nectarine White,F&V Shrinkage Retail
10,Fruit & Vegetables,2,Fruit,6,Stone Fruit,502,Persimmons,F&V Shrinkage Retail
10,Fruit & Vegetables,2,Fruit,6,Stone Fruit,504,Pomegranates,F&V Shrinkage Retail
10,Fruit & Vegetables,2,Fruit,6,Stone Fruit,508,Peaches Yellow,F&V Shrinkage Retail
10,Fruit & Vegetables,2,Fruit,6,Stone Fruit,510,Peaches White,F&V Shrinkage Retail
10,Fruit & Vegetables,2,Fruit,6,Stone Fruit,511,Peaches Golden,F&V Shrinkage Retail
10,Fruit & Vegetables,2,Fruit,6,Stone Fruit,512,Plums Blood,F&V Shrinkage Retail
10,Fruit & Vegetables,2,Fruit,6,Stone Fruit,515,Plums Crimson Glow,F&V Shrinkage Retail
10,Fruit & Vegetables,2,Fruit,6,Stone Fruit,516,Plums Early Queen,F&V Shrinkage Retail
10,Fruit & Vegetables,2,Fruit,6,Stone Fruit,519,Plums Red Beaut,F&V Shrinkage Retail
10,Fruit & Vegetables,2,Fruit,6,Stone Fruit,567,Plums October Sun,F&V Shrinkage Retail
10,Fruit & Vegetables,2,Fruit,6,Stone Fruit,585,Plums Angelino,F&V Shrinkage Retail
10,Fruit & Vegetables,2,Fruit,6,Stone Fruit,587,Plums September Candy,F&V Shrinkage Retail
10,Fruit & Vegetables,2,Fruit,6,Stone Fruit,596,Grapes Currant,F&V Shrinkage Retail
10,Fruit & Vegetables,2,Fruit,6,Stone Fruit,597,Grapes Black Seedless,F&V Shrinkage Retail
10,Fruit & Vegetables,2,Fruit,6,Stone Fruit,598,Grapes Black,F&V Shrinkage Retail
10,Fruit & Vegetables,2,Fruit,6,Stone Fruit,5111,Peaches Donut,F&V Shrinkage Retail
10,Fruit & Vegetables,2,Fruit,6,Stone Fruit,5517,Plums Aussie Bell,F&V Shrinkage Retail
10,Fruit & Vegetables,2,Fruit,6,Stone Fruit,5518,Plums Dapple Dandy,F&V Shrinkage Retail
10,Fruit & Vegetables,2,Fruit,6,Stone Fruit,5520,Plums Queen Garnett,F&V Shrinkage Retail
10,Fruit & Vegetables,2,Fruit,6,Stone Fruit,5671,Plums Sunset,F&V Shrinkage Retail
10,Fruit & Vegetables,2,Fruit,6,Stone Fruit,7516,Plums Amber Jewel,F&V Shrinkage Retail
10,Fruit & Vegetables,2,Fruit,6,Stone Fruit,7517,Plums Tegan Blue,F&V Shrinkage Retail
10,Fruit & Vegetables,2,Fruit,6,Stone Fruit,7518,Plums Flavour Fall,F&V Shrinkage Retail
10,Fruit & Vegetables,2,Fruit,6,Stone Fruit,7520,Plums Black Kat,F&V Shrinkage Retail
10,Fruit & Vegetables,2,Fruit,6,Stone Fruit,7620,Plums Black Diamond,F&V Shrinkage Retail
10,Fruit & Vegetables,2,Fruit,7,TROPICAL,415,Avocados,F&V Shrinkage Retail
10,Fruit & Vegetables,2,Fruit,7,TROPICAL,438,Coconuts,F&V Shrinkage Retail
10,Fruit & Vegetables,2,Fruit,7,TROPICAL,440,Custard Apple,F&V Shrinkage Retail
10,Fruit & Vegetables,2,Fruit,7,TROPICAL,444,Kiwi Gold,F&V Shrinkage Retail
10,Fruit & Vegetables,2,Fruit,7,TROPICAL,445,Feijoas,F&V Shrinkage Retail
10,Fruit & Vegetables,2,Fruit,7,TROPICAL,455,Guavas,F&V Shrinkage Retail
10,Fruit & Vegetables,2,Fruit,7,TROPICAL,460,Jack Fruit,F&V Shrinkage Retail
10,Fruit & Vegetables,2,Fruit,7,TROPICAL,461,Kiwi Fruit Green,F&V Shrinkage Retail
10,Fruit & Vegetables,2,Fruit,7,TROPICAL,466,Rambutan,F&V Shrinkage Retail
10,Fruit & Vegetables,2,Fruit,7,TROPICAL,467,Lychees,F&V Shrinkage Retail
10,Fruit & Vegetables,2,Fruit,7,TROPICAL,470,Mango,F&V Shrinkage Retail
10,Fruit & Vegetables,2,Fruit,7,TROPICAL,482,Achacha,F&V Shrinkage Retail
10,Fruit & Vegetables,2,Fruit,7,TROPICAL,494,Passionfruit,F&V Shrinkage Retail
10,Fruit & Vegetables,2,Fruit,7,TROPICAL,495,Paw Paw,F&V Shrinkage Retail
10,Fruit & Vegetables,2,Fruit,7,TROPICAL,501,Dragon Fruit,F&V Shrinkage Retail
10,Fruit & Vegetables,2,Fruit,7,TROPICAL,505,Pineapple Large,F&V Shrinkage Retail
10,Fruit & Vegetables,2,Fruit,7,TROPICAL,506,Paw Paw Fijian,F&V Shrinkage Retail
10,Fruit & Vegetables,2,Fruit,7,TROPICAL,507,Pineapples Small,F&V Shrinkage Retail
10,Fruit & Vegetables,2,Fruit,7,TROPICAL,520,Prickly Pear,F&V Shrinkage Retail
10,Fruit & Vegetables,2,Fruit,7,TROPICAL,523,Tamarillo,F&V Shrinkage Retail
10,Fruit & Vegetables,2,Fruit,7,TROPICAL,526,Durian,F&V Shrinkage Retail
10,Fruit & Vegetables,2,Fruit,7,TROPICAL,529,Star Fruit,F&V Shrinkage Retail
10,Fruit & Vegetables,2,Fruit,7,TROPICAL,538,Mangoes Cooking,F&V Shrinkage Retail
10,Fruit & Vegetables,2,Fruit,7,TROPICAL,540,Paw Paw Cooking,F&V Shrinkage Retail
10,Fruit & Vegetables,2,Fruit,7,TROPICAL,562,Bread Fruit,F&V Shrinkage Retail
10,Fruit & Vegetables,2,Fruit,7,TROPICAL,563,Fuyu Fruit,F&V Shrinkage Retail
10,Fruit & Vegetables,2,Fruit,7,TROPICAL,564,Longans,F&V Shrinkage Retail
10,Fruit & Vegetables,2,Fruit,7,TROPICAL,565,Dates Jujube,F&V Shrinkage Retail
10,Fruit & Vegetables,2,Fruit,7,TROPICAL,566,Mangosteen,F&V Shrinkage Retail
10,Fruit & Vegetables,2,Fruit,7,TROPICAL,570,Passionfruit Panama,F&V Shrinkage Retail
10,Fruit & Vegetables,2,Fruit,7,TROPICAL,576,Black Sapote,F&V Shrinkage Retail
10,Fruit & Vegetables,2,Fruit,7,TROPICAL,579,Soursop,F&V Shrinkage Retail
10,Fruit & Vegetables,2,Fruit,7,TROPICAL,590,Sugar Cane,F&V Shrinkage Retail
10,Fruit & Vegetables,2,Fruit,7,TROPICAL,591,Kiwi Berry,F&V Shrinkage Retail
10,Fruit & Vegetables,2,Fruit,7,TROPICAL,595,Pineapple Sweet Topless,F&V Shrinkage Retail
10,Fruit & Vegetables,2,Fruit,7,TROPICAL,731,Banana Leaves,F&V Shrinkage Retail
10,Fruit & Vegetables,2,Fruit,7,TROPICAL,4551,Jujube Fruit,F&V Shrinkage Retail
10,Fruit & Vegetables,2,Fruit,7,TROPICAL,4611,Kiwi Fruit Red,F&V Shrinkage Retail
10,Fruit & Vegetables,2,Fruit,8,Melon,463,Melon Champagne,F&V Shrinkage Retail
10,Fruit & Vegetables,2,Fruit,8,Melon,471,Melon Casaba,F&V Shrinkage Retail
10,Fruit & Vegetables,2,Fruit,8,Melon,472,Melon Honey Dew Large,F&V Shrinkage Retail
10,Fruit & Vegetables,2,Fruit,8,Melon,475,Melon Rock Large,F&V Shrinkage Retail
10,Fruit & Vegetables,2,Fruit,8,Melon,477,Melon Rock Small,F&V Shrinkage Retail
10,Fruit & Vegetables,2,Fruit,8,Melon,478,Melon Jam,F&V Shrinkage Retail
10,Fruit & Vegetables,2,Fruit,8,Melon,480,Watermelon Whole,F&V Shrinkage Retail
10,Fruit & Vegetables,2,Fruit,8,Melon,555,Melon Honey Dew Yellow,F&V Shrinkage Retail
10,Fruit & Vegetables,2,Fruit,8,Melon,556,Watermelon Seedless,F&V Shrinkage Retail
10,Fruit & Vegetables,2,Fruit,8,Melon,577,Spanish Melon,F&V Shrinkage Retail
10,Fruit & Vegetables,2,Fruit,9,Sundry Fruit,441,Dates,F&V Shrinkage Retail
10,Fruit & Vegetables,2,Fruit,9,Sundry Fruit,487,Olives Large,F&V Shrinkage Retail
10,Fruit & Vegetables,2,Fruit,9,Sundry Fruit,490,Olives Black,F&V Shrinkage Retail
10,Fruit & Vegetables,2,Fruit,9,Sundry Fruit,522,Rosellas,F&V Shrinkage Retail
10,Fruit & Vegetables,2,Fruit,9,Sundry Fruit,533,Plums Sugar (prunes),F&V Shrinkage Retail
10,Fruit & Vegetables,2,Fruit,9,Sundry Fruit,722,Dates Barhee,F&V Shrinkage Retail
10,Fruit & Vegetables,2,Fruit,9,Sundry Fruit,6801,Chestnuts,F&V Shrinkage Retail
10,Fruit & Vegetables,2,Fruit,9,Sundry Fruit,7170,Pistachio Fresh,F&V Shrinkage Retail
10,Fruit & Vegetables,2,Fruit,9,Sundry Fruit,44112,Dates Medjool,F&V Shrinkage Retail
10,Fruit & Vegetables,2,Fruit,11,CUT FRUIT,60215,HFM Cut Fruit,F&V Shrinkage Retail
10,Fruit & Vegetables,2,Fruit,11,CUT FRUIT,60216,Cutfruit- warehouse,F&V Shrinkage Retail
10,Fruit & Vegetables,2,Fruit,11,CUT FRUIT,60219,Cutfruit Store Production,F&V Shrinkage Retail
10,Fruit & Vegetables,2,Fruit,12,HFM JUICE,8080,HFM Fresh Juices,F&V Shrinkage Retail
10,Fruit & Vegetables,2,Fruit,12,HFM JUICE,60213,HFM Cold Pressed Juice,F&V Shrinkage Retail
10,Fruit & Vegetables,2,Fruit,99,MISCELLANEOUS FRUIT SALES,548,Fruit Basket Economy,F&V Shrinkage Retail
10,Fruit & Vegetables,2,Fruit,99,MISCELLANEOUS FRUIT SALES,549,Fruit Basket Medium,F&V Shrinkage Retail
10,Fruit & Vegetables,2,Fruit,99,MISCELLANEOUS FRUIT SALES,550,Fruit Basket Prestige,F&V Shrinkage Retail
10,Fruit & Vegetables,2,Fruit,99,MISCELLANEOUS FRUIT SALES,777,Pallets,F&V Shrinkage Retail
10,Fruit & Vegetables,2,Fruit,99,MISCELLANEOUS FRUIT SALES,7780,Fruit Boxes,F&V Shrinkage Retail
10,Fruit & Vegetables,2,Fruit,99,MISCELLANEOUS FRUIT SALES,7793,Juice It Up,F&V Shrinkage Retail
10,Fruit & Vegetables,2,Fruit,99,MISCELLANEOUS FRUIT SALES,9965,Children Cancer Institute,F&V Shrinkage Retail
10,Fruit & Vegetables,7,Organic Fruit & Veg,17,Organic Vegetable,7104,Organic Asparagus,F&V Shrinkage Retail
10,Fruit & Vegetables,7,Organic Fruit & Veg,17,Organic Vegetable,7105,Organic Beans,F&V Shrinkage Retail
10,Fruit & Vegetables,7,Organic Fruit & Veg,17,Organic Vegetable,7114,Organic Beetroot,F&V Shrinkage Retail
10,Fruit & Vegetables,7,Organic Fruit & Veg,17,Organic Vegetable,7116,Organic Broccoli,F&V Shrinkage Retail
10,Fruit & Vegetables,7,Organic Fruit & Veg,17,Organic Vegetable,7117,Organic Brussels Sprouts,F&V Shrinkage Retail
10,Fruit & Vegetables,7,Organic Fruit & Veg,17,Organic Vegetable,7118,Organic Broccolini,F&V Shrinkage Retail
10,Fruit & Vegetables,7,Organic Fruit & Veg,17,Organic Vegetable,7122,Organic Cabbage,F&V Shrinkage Retail
10,Fruit & Vegetables,7,Organic Fruit & Veg,17,Organic Vegetable,7128,Organic Cabbage Red,F&V Shrinkage Retail
10,Fruit & Vegetables,7,Organic Fruit & Veg,17,Organic Vegetable,7133,Organic Capsicums Red,F&V Shrinkage Retail
10,Fruit & Vegetables,7,Organic Fruit & Veg,17,Organic Vegetable,7134,Organic Capsicums Green,F&V Shrinkage Retail
10,Fruit & Vegetables,7,Organic Fruit & Veg,17,Organic Vegetable,7138,Organic Carrots,F&V Shrinkage Retail
10,Fruit & Vegetables,7,Organic Fruit & Veg,17,Organic Vegetable,7139,Organic Carrots Bunch,F&V Shrinkage Retail
10,Fruit & Vegetables,7,Organic Fruit & Veg,17,Organic Vegetable,7141,Organic Cauliflower,F&V Shrinkage Retail
10,Fruit & Vegetables,7,Organic Fruit & Veg,17,Organic Vegetable,7147,Organic Celery,F&V Shrinkage Retail
10,Fruit & Vegetables,7,Organic Fruit & Veg,17,Organic Vegetable,7157,Organic Buk Choy,F&V Shrinkage Retail
10,Fruit & Vegetables,7,Organic Fruit & Veg,17,Organic Vegetable,7172,Organic Corn,F&V Shrinkage Retail
10,Fruit & Vegetables,7,Organic Fruit & Veg,17,Organic Vegetable,7178,Organic Lebanese Cucumbers,F&V Shrinkage Retail
10,Fruit & Vegetables,7,Organic Fruit & Veg,17,Organic Vegetable,7180,Organic Eggplant,F&V Shrinkage Retail
10,Fruit & Vegetables,7,Organic Fruit & Veg,17,Organic Vegetable,7185,Organic Garlic P/P,F&V Shrinkage Retail
10,Fruit & Vegetables,7,Organic Fruit & Veg,17,Organic Vegetable,7186,Organic Ginger,F&V Shrinkage Retail
10,Fruit & Vegetables,7,Organic Fruit & Veg,17,Organic Vegetable,7221,Organic Kale,F&V Shrinkage Retail
10,Fruit & Vegetables,7,Organic Fruit & Veg,17,Organic Vegetable,7223,Organic Leeks,F&V Shrinkage Retail
10,Fruit & Vegetables,7,Organic Fruit & Veg,17,Organic Vegetable,7225,Organic Lettuce,F&V Shrinkage Retail
10,Fruit & Vegetables,7,Organic Fruit & Veg,17,Organic Vegetable,7227,Organic Cos Lettuce,F&V Shrinkage Retail
10,Fruit & Vegetables,7,Organic Fruit & Veg,17,Organic Vegetable,7237,Organic Mushrooms,F&V Shrinkage Retail
10,Fruit & Vegetables,7,Organic Fruit & Veg,17,Organic Vegetable,7241,Organic Onions,F&V Shrinkage Retail
10,Fruit & Vegetables,7,Organic Fruit & Veg,17,Organic Vegetable,7244,Organic Onions Spanish,F&V Shrinkage Retail
10,Fruit & Vegetables,7,Organic Fruit & Veg,17,Organic Vegetable,7247,Organic Parsnips,F&V Shrinkage Retail
10,Fruit & Vegetables,7,Organic Fruit & Veg,17,Organic Vegetable,7257,Organic Kumera,F&V Shrinkage Retail
10,Fruit & Vegetables,7,Organic Fruit & Veg,17,Organic Vegetable,7266,Organic Pumpkin Butternut,F&V Shrinkage Retail
10,Fruit & Vegetables,7,Organic Fruit & Veg,17,Organic Vegetable,7277,Organic Shallots,F&V Shrinkage Retail
10,Fruit & Vegetables,7,Organic Fruit & Veg,17,Organic Vegetable,7281,Organic Spinach,F&V Shrinkage Retail
10,Fruit & Vegetables,7,Organic Fruit & Veg,17,Organic Vegetable,7282,Organic English Spinach,F&V Shrinkage Retail
10,Fruit & Vegetables,7,Organic Fruit & Veg,17,Organic Vegetable,7293,Organic Pumpkin Jap,F&V Shrinkage Retail
10,Fruit & Vegetables,7,Organic Fruit & Veg,17,Organic Vegetable,7294,Organic Turmeric,F&V Shrinkage Retail
10,Fruit & Vegetables,7,Organic Fruit & Veg,17,Organic Vegetable,7300,Organic Tomatoes,F&V Shrinkage Retail
10,Fruit & Vegetables,7,Organic Fruit & Veg,17,Organic Vegetable,7306,Organic Zucchini Black,F&V Shrinkage Retail
10,Fruit & Vegetables,7,Organic Fruit & Veg,17,Organic Vegetable,7314,Organic Living Lettuce,F&V Shrinkage Retail
10,Fruit & Vegetables,7,Organic Fruit & Veg,17,Organic Vegetable,7315,Organic Sprouts,F&V Shrinkage Retail
10,Fruit & Vegetables,7,Organic Fruit & Veg,17,Organic Vegetable,7321,Organic Basil,F&V Shrinkage Retail
10,Fruit & Vegetables,7,Organic Fruit & Veg,17,Organic Vegetable,7330,Organic Chives,F&V Shrinkage Retail
10,Fruit & Vegetables,7,Organic Fruit & Veg,17,Organic Vegetable,7332,Organic Coriander,F&V Shrinkage Retail
10,Fruit & Vegetables,7,Organic Fruit & Veg,17,Organic Vegetable,7333,Organic Dill,F&V Shrinkage Retail
10,Fruit & Vegetables,7,Organic Fruit & Veg,17,Organic Vegetable,7337,Organic Mint,F&V Shrinkage Retail
10,Fruit & Vegetables,7,Organic Fruit & Veg,17,Organic Vegetable,7343,Organic Parsley Continental,F&V Shrinkage Retail
10,Fruit & Vegetables,7,Organic Fruit & Veg,17,Organic Vegetable,7361,Organic Rocket P/P,F&V Shrinkage Retail
10,Fruit & Vegetables,7,Organic Fruit & Veg,17,Organic Vegetable,7701,Organic Salad Mesclun P/P,F&V Shrinkage Retail
10,Fruit & Vegetables,7,Organic Fruit & Veg,17,Organic Vegetable,7703,Organic Baby Spinach P/P,F&V Shrinkage Retail
10,Fruit & Vegetables,7,Organic Fruit & Veg,17,Organic Vegetable,7752,Organic Kipfler Potatoes,F&V Shrinkage Retail
10,Fruit & Vegetables,7,Organic Fruit & Veg,17,Organic Vegetable,7753,Organic Dutch Cream,F&V Shrinkage Retail
10,Fruit & Vegetables,7,Organic Fruit & Veg,17,Organic Vegetable,10105,For Budget Only-Do Not Use,F&V Shrinkage Retail
10,Fruit & Vegetables,7,Organic Fruit & Veg,17,Organic Vegetable,71141,Organic Love Beets,F&V Shrinkage Retail
10,Fruit & Vegetables,7,Organic Fruit & Veg,17,Organic Vegetable,71151,Organic Broccolini,F&V Shrinkage Retail
10,Fruit & Vegetables,7,Organic Fruit & Veg,27,ORGANIC FRUIT,7403,Organic Apples Pink Lady,F&V Shrinkage Retail
10,Fruit & Vegetables,7,Organic Fruit & Veg,27,ORGANIC FRUIT,7407,Organic Apples Granny Smith,F&V Shrinkage Retail
10,Fruit & Vegetables,7,Organic Fruit & Veg,27,ORGANIC FRUIT,7410,Organic Apple Gala,F&V Shrinkage Retail
10,Fruit & Vegetables,7,Organic Fruit & Veg,27,ORGANIC FRUIT,7411,Organic Apple Fuji,F&V Shrinkage Retail
10,Fruit & Vegetables,7,Organic Fruit & Veg,27,ORGANIC FRUIT,7414,Organic Apricot,F&V Shrinkage Retail
10,Fruit & Vegetables,7,Organic Fruit & Veg,27,ORGANIC FRUIT,7416,Organic Avocadoes,F&V Shrinkage Retail
10,Fruit & Vegetables,7,Organic Fruit & Veg,27,ORGANIC FRUIT,7421,Organic Banana,F&V Shrinkage Retail
10,Fruit & Vegetables,7,Organic Fruit & Veg,27,ORGANIC FRUIT,7441,Organic Dates,F&V Shrinkage Retail
10,Fruit & Vegetables,7,Organic Fruit & Veg,27,ORGANIC FRUIT,7449,Grapes White Seedless,F&V Shrinkage Retail
10,Fruit & Vegetables,7,Organic Fruit & Veg,27,ORGANIC FRUIT,7458,Organic Grapefruit Ruby,F&V Shrinkage Retail
10,Fruit & Vegetables,7,Organic Fruit & Veg,27,ORGANIC FRUIT,7461,Organic Kiwi Fruit,F&V Shrinkage Retail
10,Fruit & Vegetables,7,Organic Fruit & Veg,27,ORGANIC FRUIT,7462,Organic Lemon,F&V Shrinkage Retail
10,Fruit & Vegetables,7,Organic Fruit & Veg,27,ORGANIC FRUIT,7464,Organic Limes,F&V Shrinkage Retail
10,Fruit & Vegetables,7,Organic Fruit & Veg,27,ORGANIC FRUIT,7468,Organic Mandarines,F&V Shrinkage Retail
10,Fruit & Vegetables,7,Organic Fruit & Veg,27,ORGANIC FRUIT,7470,Organic Mangoes,F&V Shrinkage Retail
10,Fruit & Vegetables,7,Organic Fruit & Veg,27,ORGANIC FRUIT,7491,Organic Oranges Navel,F&V Shrinkage Retail
10,Fruit & Vegetables,7,Organic Fruit & Veg,27,ORGANIC FRUIT,7492,Organic Oranges Valencia,F&V Shrinkage Retail
10,Fruit & Vegetables,7,Organic Fruit & Veg,27,ORGANIC FRUIT,7499,Organic Pears Packham,F&V Shrinkage Retail
10,Fruit & Vegetables,7,Organic Fruit & Veg,27,ORGANIC FRUIT,7510,Organic Peaches White,F&V Shrinkage Retail
10,Fruit & Vegetables,7,Organic Fruit & Veg,27,ORGANIC FRUIT,74150,Organic Avocadoes,F&V Shrinkage Retail
10,Fruit & Vegetables,7,Organic Fruit & Veg,27,ORGANIC FRUIT,74462,Organic Grapes Red Seedless,F&V Shrinkage Retail
