postcode,total_population,num_sa1s,state,median_age,median_personal_income_weekly,median_hh_income_weekly,median_rent_weekly,median_mortgage_monthly,median_family_income_weekly,avg_household_size,pct_high_income_hh,pct_degree,pct_professional,pct_wfh,labour_force_participation_pct,unemployment_pct,seifa_irsad_score,seifa_irsad_decile,n_degree_total,n_prof_managerial,n_wfh,hh_total
2905,28695,76,ACT,37.23,1135.82,2416.05,435.32,1987.1,2669.82,2.72,43.06,24.5,36.33,8.49,70.18,3.57,1046.47,6.59,5628,5656,1316,10323
2906,18112,49,ACT,37.51,1168.74,2531.96,428.64,2021.99,2800.24,2.79,46.62,23.47,35.71,8.44,72.98,3.18,1055.2,6.7,3398,3652,859,6368
2911,4812,15,ACT,34.58,1415.95,3019.11,481.53,2418.72,3239.14,2.89,52.65,50.14,53.66,12.07,77.52,2.76,1115.4,9.83,1801,1439,322,1701
2912,8598,29,ACT,32.35,1056.77,2435.93,482.88,1817.06,2558.9,2.67,41.2,43.92,40.5,8.79,75.79,4.77,1045.26,8.3,3206,2117,459,3216
2913,39352,118,ACT,35.37,1195.69,2666.5,493.41,2098.01,2840.79,2.85,47.34,40.72,44.32,10.27,74.88,3.66,1074.1,8.5,12571,9789,2216,13761
2914,34549,90,ACT,32.07,1272.51,2963.26,503.14,2221.07,3043.43,3.17,54.47,44.31,47.14,11.27,78.71,3.83,1084.45,8.88,11267,9055,2159,10883
3644,1977,5,NSW,47.02,727.49,1435.14,269.32,1478.69,1775.36,2.4,19.93,11.75,28.93,7.9,57.66,2.78,999.32,3.36,192,271,75,775
3691,272,1,NSW,47.0,1081.0,2125.0,215.0,1619.0,2474.0,2.6,37.11,27.15,56.2,15.33,62.6,2.2,1084.64,7.0,60,77,21,97
3707,185,1,NSW,48.0,900.0,1916.0,250.0,1146.0,2541.0,2.5,31.82,12.9,64.76,32.38,66.5,0.0,1081.36,8.0,20,68,34,66
4000,20854,47,QLD,32.98,944.01,1858.35,441.97,1932.53,2438.53,1.88,29.01,45.84,45.72,21.03,68.59,7.76,1013.37,8.95,8970,5725,2641,9032
4005,17977,44,QLD,39.31,1373.88,2386.55,474.19,2351.17,3315.87,1.93,41.1,50.43,62.09,28.09,71.45,3.73,1085.52,9.65,8235,7013,3167,8527
4006,26816,59,QLD,33.57,1185.51,1961.86,438.51,1837.53,2592.67,1.77,30.27,45.1,49.85,22.14,76.01,4.71,1060.46,9.05,11420,9146,4043,13749
4007,17457,42,QLD,40.12,1223.54,2524.58,467.64,2538.58,3201.3,2.18,40.53,40.58,52.52,24.45,68.56,4.09,1081.97,8.93,6137,5266,2462,7571
4008,1284,3,QLD,37.65,1217.61,1869.0,435.61,1710.67,2520.95,1.86,28.59,31.34,42.28,20.39,67.42,3.95,1067.29,7.53,378,339,177,577
4009,1041,2,QLD,35.0,1303.89,1906.58,455.59,1759.85,2659.37,1.8,30.15,35.14,47.94,22.69,68.52,3.87,1088.16,9.0,345,315,163,472
4010,4456,12,QLD,35.76,1183.69,2305.56,439.14,2121.19,2764.19,2.08,37.13,41.99,48.89,21.52,74.78,4.6,1072.93,8.91,1658,1365,608,2097
4011,18022,42,QLD,38.04,1140.38,2402.52,411.7,2363.36,3199.67,2.36,39.98,43.43,51.45,25.15,71.4,4.11,1076.8,8.97,6517,5246,2557,7449
4012,25044,56,QLD,36.05,1116.28,2274.67,406.12,2071.85,2788.68,2.35,39.07,37.75,45.0,21.64,73.67,3.85,1063.19,8.18,7889,6654,3197,10650
4013,6066,14,QLD,35.32,1011.05,2045.07,365.89,1954.05,2600.58,2.32,35.46,34.7,41.04,21.14,72.59,4.63,1028.88,7.57,1774,1448,747,2582
4014,13664,34,QLD,37.5,1041.32,2384.99,445.51,2123.67,2715.75,2.69,43.91,30.56,42.16,20.25,71.13,4.14,1059.33,7.0,3333,3127,1493,4875
4017,37753,95,QLD,41.39,867.91,1958.94,390.49,1909.03,2327.58,2.65,33.82,24.57,36.4,17.64,65.02,4.62,1029.64,5.85,7493,6898,3350,13842
4018,14107,36,QLD,39.71,824.8,1688.14,385.9,1640.06,1935.98,2.49,24.51,28.68,31.06,14.65,63.15,5.46,991.12,5.44,3217,2159,987,5568
4019,21094,52,QLD,46.71,703.51,1321.08,322.13,1716.38,1768.75,2.22,20.34,16.26,29.91,13.84,55.25,6.7,953.77,3.77,2921,2741,1273,9008
4020,25691,60,QLD,50.37,763.0,1591.61,408.72,1905.98,1929.28,2.29,25.33,19.31,35.07,16.13,53.85,5.74,991.93,5.08,4250,3951,1824,11024
4021,10465,29,QLD,43.69,665.49,1414.83,358.39,1600.82,1684.36,2.51,19.53,11.42,22.88,9.66,54.47,6.83,935.78,2.42,971,1000,431,3929
4022,8216,20,QLD,44.49,704.93,1483.89,366.07,1689.56,1720.13,2.57,21.45,13.88,25.72,11.7,54.63,5.44,958.49,3.25,920,885,396,3060
4025,309,1,QLD,45.0,825.0,1224.0,213.0,1517.0,1625.0,1.9,11.29,12.09,29.11,10.76,53.4,1.8,1054.51,5.0,37,46,17,62
4030,19837,45,QLD,34.26,1141.56,2417.16,399.88,2260.06,3059.97,2.32,39.25,44.65,51.1,24.01,74.8,3.96,1073.42,8.99,7538,6174,2882,8313
4031,14997,33,QLD,35.42,1141.66,2350.81,389.29,2250.69,2993.75,2.46,41.17,40.12,48.65,22.18,75.82,3.9,1069.89,8.37,4914,4332,1978,6080
4032,20907,50,QLD,38.61,881.23,1762.31,397.84,1805.48,2127.16,2.25,28.04,29.64,37.19,16.22,63.94,5.2,1011.56,6.59,5306,4037,1783,8813
4034,48554,123,QLD,40.0,871.47,1950.29,421.52,1869.37,2219.55,2.55,32.91,27.55,36.84,16.85,63.31,5.06,1029.62,6.28,10956,8958,4109,18455
4035,27964,70,QLD,40.9,1030.01,2655.25,520.8,2196.23,2803.89,2.92,47.88,31.9,42.69,20.29,69.56,3.56,1093.34,7.74,7137,6533,2932,9560
4036,6990,23,QLD,36.46,861.71,1921.0,392.55,1734.1,2130.42,2.75,31.03,19.31,28.46,14.65,67.0,4.83,1019.74,4.47,1066,1001,505,2475
4037,7825,20,QLD,38.8,1054.95,2814.87,450.21,2128.22,2880.95,3.15,53.58,28.53,40.61,19.77,75.44,3.48,1101.4,7.53,1743,1804,879,2461
4051,30467,66,QLD,35.0,1187.59,2673.59,413.79,2297.65,3295.47,2.57,45.66,45.41,53.07,25.18,74.63,3.77,1080.97,9.18,11194,9393,4448,11463
4053,49579,114,QLD,37.56,1015.04,2196.45,425.83,2074.19,2590.91,2.57,39.92,33.79,44.72,21.44,69.59,4.17,1057.23,7.79,13536,11915,5722,18782
4054,14750,38,QLD,39.71,909.32,2009.83,419.46,1910.88,2328.68,2.61,35.86,28.64,40.76,20.29,65.12,4.65,1035.31,7.09,3409,3039,1532,5499
4055,23125,59,QLD,39.48,1053.62,2610.07,438.03,2093.72,2737.06,2.98,49.0,32.72,43.87,23.46,70.78,3.84,1089.09,7.71,5865,5372,2870,7714
4059,14033,35,QLD,30.58,944.48,2082.24,418.4,2247.68,2749.53,2.34,34.65,49.32,50.32,23.26,72.97,6.56,1038.68,9.5,5919,4180,1939,5550
4060,13739,31,QLD,37.85,1173.87,3194.62,488.59,2602.19,3779.25,2.88,53.18,49.25,57.77,29.52,73.03,3.73,1102.81,9.6,5322,4408,2251,4753
4061,18816,43,QLD,41.38,1062.78,2689.36,518.85,2316.04,3043.67,2.91,49.89,45.2,55.51,29.6,68.42,4.33,1095.74,9.29,6645,5338,2851,6378
4064,12899,31,QLD,33.52,1262.95,2706.49,469.16,2536.77,3527.52,2.41,46.32,53.98,60.35,27.96,77.03,3.86,1099.45,9.88,5938,4901,2261,5238
4065,11752,25,QLD,37.84,1335.33,3434.76,494.42,2851.95,4144.72,2.84,56.24,55.73,63.25,32.49,73.09,3.29,1118.0,9.95,5094,4065,2088,4002
4066,20268,49,QLD,32.5,1044.82,2356.89,440.37,2181.6,2976.79,2.27,37.17,53.31,55.71,26.9,72.2,5.11,1083.2,9.86,9445,6728,3241,8527
4067,12263,24,QLD,28.87,657.12,2302.01,452.01,1897.27,2944.57,2.47,32.83,47.52,49.24,26.39,60.6,10.7,1041.92,9.93,5090,2917,1558,3941
4068,27454,65,QLD,35.33,1003.78,2421.68,467.89,2232.32,2891.35,2.54,39.76,53.39,56.66,29.15,67.98,5.6,1073.1,9.57,12172,8219,4234,10574
4069,36224,81,QLD,43.02,1104.18,3124.73,560.79,2624.76,3442.6,2.96,53.79,51.28,60.61,32.54,65.45,4.16,1109.46,9.8,14646,10863,5817,11883
4070,12097,31,QLD,40.65,977.97,2537.94,475.72,2112.77,2660.6,2.99,46.44,38.93,48.26,25.06,68.81,4.6,1092.69,8.68,3669,2986,1548,4025
4073,9551,23,QLD,43.92,1008.13,2717.09,524.67,2145.48,2906.78,2.81,47.89,41.81,52.21,24.74,65.82,4.0,1091.02,8.81,3237,2545,1211,3219
4074,24078,65,QLD,40.64,937.43,2339.51,482.66,2039.07,2546.06,2.82,41.86,37.23,46.6,21.64,66.75,4.23,1078.14,8.28,7219,5734,2666,8403
4075,26996,60,QLD,38.56,1069.72,2514.43,451.21,2275.67,2949.82,2.69,44.07,44.67,53.16,26.61,68.83,4.33,1073.82,8.89,9585,7495,3733,9898
4076,8358,23,QLD,35.9,453.16,1040.45,212.58,843.58,1535.11,1.87,17.83,15.98,32.85,11.37,35.55,7.5,931.52,4.17,1140,616,323,1725
4077,36858,78,QLD,33.78,627.57,1421.66,319.83,1471.77,1523.71,2.94,17.51,16.78,20.43,8.66,55.9,10.14,842.97,3.13,4784,3098,1302,12053
4078,27322,68,QLD,36.77,794.22,1876.1,387.98,1673.05,2048.83,2.88,29.68,24.31,31.39,14.35,65.78,6.09,987.79,5.14,5263,4262,1952,9234
4101,35560,78,QLD,33.44,1016.38,1951.69,445.16,2089.71,2507.19,2.1,32.72,48.82,53.67,23.32,68.2,6.65,1039.19,9.5,15475,11056,4826,14855
4102,12439,29,QLD,30.95,845.87,1914.14,416.42,2040.43,2404.68,2.26,31.15,44.57,48.28,18.91,67.32,6.96,1027.23,8.98,5020,3444,1352,4797
4103,15593,33,QLD,33.11,976.37,2027.01,382.04,2044.02,2576.74,2.32,34.88,46.9,50.44,21.2,74.27,5.49,1044.08,9.01,6333,4778,2004,6462
4104,8005,19,QLD,39.4,1052.27,2368.7,383.73,2218.04,2899.52,2.36,39.98,46.89,54.33,26.8,68.17,4.59,1065.46,9.32,3233,2356,1085,3337
4105,14692,35,QLD,36.9,1058.58,2178.76,403.21,2034.19,2684.42,2.43,39.15,42.24,50.01,21.64,70.31,4.56,1048.89,8.5,5100,4038,1740,5938
4106,1692,7,QLD,34.45,786.71,1491.08,336.21,1604.15,2029.33,2.27,21.99,28.06,31.57,15.09,66.45,8.36,974.63,5.33,396,277,134,653
4107,7744,18,QLD,35.93,961.01,2117.16,392.01,2006.92,2520.99,2.65,39.49,37.03,42.2,18.43,70.54,5.23,1042.06,7.31,2290,1766,770,2788
4108,8008,21,QLD,33.59,724.5,1644.31,370.39,1686.26,1803.4,2.64,22.96,35.35,31.75,12.14,63.85,7.31,970.77,6.06,2394,1265,482,2886
4109,38424,87,QLD,36.88,658.02,1737.53,429.82,1905.74,1747.01,2.97,28.59,34.06,33.58,13.96,57.7,7.37,972.69,6.27,10984,5759,2387,12327
4110,16980,46,QLD,33.39,834.91,1927.27,399.68,1820.35,2012.2,2.96,30.79,28.77,30.02,12.37,66.51,7.12,966.33,5.02,3674,2517,1043,5510
4111,1171,5,QLD,33.81,744.48,1295.05,278.98,1408.21,1580.99,1.96,21.07,26.13,30.79,16.36,62.35,10.72,1065.65,6.89,260,191,102,354
4112,9391,18,QLD,36.76,733.01,2096.77,486.01,2044.81,2139.15,3.26,36.53,36.57,41.49,16.31,62.16,6.13,1029.26,7.55,2637,1767,691,2799
4113,29762,71,QLD,36.45,762.53,1893.73,439.98,1753.7,1938.49,2.9,30.85,36.11,36.0,15.58,63.93,6.36,1012.7,6.91,8779,5286,2278,10035
4114,30158,73,QLD,32.92,523.39,1105.93,295.46,1246.84,1231.77,2.82,9.95,7.52,12.79,5.24,46.21,14.83,740.09,1.12,1743,1192,495,9504
4115,20325,45,QLD,37.5,802.41,1992.52,437.6,1857.64,2088.32,3.02,32.47,28.85,32.49,15.14,66.68,5.46,1028.51,5.74,4568,3253,1515,6538
4116,29093,58,QLD,35.36,786.08,1998.5,466.15,1876.03,2009.81,3.14,32.34,36.42,36.65,14.37,66.24,5.72,1028.0,6.75,8220,5132,2015,9040
4117,3450,7,QLD,28.38,802.57,1851.14,411.73,1739.65,1883.64,3.31,26.28,19.24,23.83,9.58,64.88,6.75,953.46,3.95,461,345,138,985
4118,32483,72,QLD,35.2,773.69,1834.83,384.5,1659.42,1918.3,2.96,25.61,14.35,21.05,8.83,65.07,6.62,966.59,2.78,3603,3266,1371,10418
4119,6811,13,QLD,33.73,810.53,2041.87,413.86,1984.78,2103.16,3.08,35.23,31.72,34.64,12.95,67.88,6.53,1019.22,6.19,1657,1170,438,2150
4120,12399,34,QLD,33.83,1086.03,2001.97,385.29,1971.04,2641.06,2.16,33.81,45.58,49.67,20.37,74.14,4.19,1058.82,8.76,4931,3821,1569,5458
4121,28103,63,QLD,37.05,1117.04,2612.49,418.87,2341.71,3076.33,2.73,46.76,43.37,53.06,23.64,71.62,3.81,1075.68,8.8,9567,8120,3606,10075
4122,47157,109,QLD,37.41,844.25,2000.87,427.44,1998.83,2278.07,2.72,34.35,35.41,42.25,18.64,65.36,5.62,1028.53,7.42,13554,9999,4402,16870
4123,23021,58,QLD,36.37,887.91,2163.84,465.52,2099.75,2268.77,2.98,37.29,34.37,40.99,16.98,68.49,5.32,1048.32,6.99,6044,4734,1964,7700
4124,24423,54,QLD,36.09,857.31,2085.94,430.45,1884.8,2111.79,3.11,34.37,13.86,24.21,11.34,67.43,5.53,1004.87,3.58,2593,2957,1367,7547
4125,13269,31,QLD,37.29,792.39,1806.52,400.01,1752.69,1871.79,2.87,26.89,13.08,21.36,8.72,63.79,6.09,984.19,2.72,1350,1318,579,4462
4127,27954,69,QLD,38.27,761.71,1738.67,380.36,1677.96,1920.8,2.73,26.46,19.58,29.11,13.49,61.46,7.16,967.92,4.27,4377,3846,1794,9777
4128,18258,45,QLD,38.41,905.32,2194.36,422.79,1927.09,2322.52,2.9,37.86,21.06,32.25,14.64,69.7,5.03,1041.85,5.28,3071,3111,1415,6130
4129,6841,14,QLD,34.01,816.56,1856.12,404.4,1673.62,1975.84,2.89,28.42,12.84,25.37,11.19,67.92,5.19,999.34,3.38,677,857,377,2263
4130,9546,24,QLD,40.83,901.31,2391.26,477.34,2156.76,2473.6,2.97,43.79,22.37,34.96,17.99,68.01,4.37,1058.17,5.82,1716,1749,902,3111
4131,11801,26,QLD,32.62,612.84,1408.74,349.16,1479.1,1542.1,2.82,17.44,12.59,19.11,7.18,54.72,10.51,866.07,2.14,1162,899,335,3761
4132,27089,59,QLD,29.34,654.69,1454.53,352.1,1453.01,1521.21,3.23,16.13,6.97,13.42,6.07,56.98,9.97,847.57,1.11,1356,1356,616,7739
4133,22472,48,QLD,34.76,756.34,1657.15,377.09,1608.88,1742.77,2.92,22.22,12.3,20.52,8.74,59.48,7.47,934.64,2.64,2094,2011,859,7302
4151,21008,46,QLD,36.05,1166.48,2462.54,419.88,2153.89,3041.39,2.37,41.17,46.01,52.5,22.87,74.05,3.72,1078.47,9.18,8165,6618,2865,8851
4152,49761,114,QLD,39.25,1072.77,2530.42,493.34,2323.7,2890.32,2.69,45.31,39.14,49.73,22.68,70.11,3.95,1077.87,8.37,15774,13553,6161,18360
4153,4648,12,QLD,40.54,953.75,2575.86,492.85,2421.96,2724.29,2.95,46.76,32.96,43.58,20.17,69.14,3.65,1073.19,7.4,1226,1082,501,1545
4154,11698,26,QLD,37.51,1197.21,3109.24,553.76,2447.99,3202.04,3.2,56.54,35.65,48.28,24.47,75.82,2.98,1103.58,8.39,3074,3070,1556,3626
4155,1464,5,QLD,44.32,963.61,2985.3,409.29,3584.78,3131.38,3.19,49.61,28.93,44.79,24.92,65.57,3.89,1078.44,7.12,345,340,189,446
4156,3392,8,QLD,41.09,1014.53,2881.57,553.32,2384.17,2939.62,3.25,54.31,37.0,46.98,20.32,71.65,4.12,1096.44,8.34,991,862,372,1040
4157,19767,51,QLD,40.64,815.82,1917.9,409.0,1929.9,2134.63,2.67,31.57,17.32,28.17,13.5,65.1,4.45,1014.9,4.29,2803,2840,1372,7274
4158,3876,10,QLD,41.88,857.49,1635.76,372.41,1857.61,2013.84,2.37,26.49,20.38,31.55,15.0,64.16,5.57,996.1,4.67,632,608,287,1604
4159,15484,37,QLD,43.86,835.81,2041.11,466.21,2019.2,2255.67,2.71,35.3,19.39,32.85,15.69,62.8,4.14,1038.92,5.08,2453,2522,1214,5583
4160,19054,38,QLD,44.46,875.61,2220.65,479.04,2072.6,2463.43,2.73,39.66,24.93,38.7,19.08,65.09,3.87,1059.68,6.65,3914,3749,1894,6856
4161,16576,45,QLD,39.02,825.29,1835.98,401.06,1830.18,2048.88,2.69,29.34,15.03,26.26,11.64,66.02,4.6,1009.44,3.79,2003,2213,980,5909
4163,16109,41,QLD,51.79,775.0,1704.85,491.52,2137.78,2088.12,2.36,28.09,19.48,35.23,15.45,52.62,4.71,1012.67,5.4,2726,2442,1104,6742
4164,19253,44,QLD,38.05,933.45,2308.58,480.43,2172.69,2419.8,2.95,40.2,20.38,32.45,16.96,70.92,3.7,1062.37,5.73,3055,3382,1542,6422
4165,39483,89,QLD,43.1,849.46,2027.79,467.61,2037.33,2180.91,2.78,35.34,16.76,29.97,14.31,64.11,3.98,1043.59,4.73,5310,5831,2800,13918
4169,17012,39,QLD,37.03,1134.5,2045.0,444.48,2057.36,2699.09,2.0,34.87,44.42,50.85,22.25,72.28,5.05,1055.95,9.1,6944,5462,2376,7858
4170,29648,68,QLD,34.79,1233.72,2690.85,462.13,2461.25,3163.62,2.56,46.85,41.42,51.11,24.48,76.89,3.66,1081.55,8.82,9958,9109,4349,11394
4171,18224,36,QLD,38.33,1353.95,3035.13,505.82,2801.71,3678.81,2.55,52.2,45.97,57.06,28.66,74.29,3.56,1094.88,9.47,6801,6037,3026,6970
4172,5475,14,QLD,35.43,1137.8,2536.87,500.29,2123.8,2801.96,2.63,45.16,33.27,44.4,22.04,75.59,3.58,1069.78,7.64,1477,1443,715,2043
4173,8459,24,QLD,38.95,941.39,1987.7,428.9,1897.36,2283.8,2.57,34.06,24.34,34.01,16.86,69.57,3.77,1040.08,5.5,1671,1575,779,3240
4174,3068,10,QLD,36.61,977.35,2213.92,473.77,2012.56,2372.7,2.76,37.7,21.77,30.76,15.33,71.67,3.67,1023.15,4.88,537,531,264,1097
4178,28412,71,QLD,41.82,885.15,1908.82,409.14,2044.35,2300.15,2.53,33.16,23.57,35.74,17.89,64.22,4.73,1012.93,5.56,5473,5128,2571,10848
4179,20989,46,QLD,42.22,940.86,2165.51,429.64,2130.11,2541.52,2.65,38.78,27.31,41.19,20.86,66.08,4.5,1047.59,6.88,4596,4372,2230,7743
4183,2156,8,QLD,52.17,645.95,1177.13,322.84,1741.84,1579.34,2.16,14.62,19.11,34.13,17.0,48.6,3.46,977.56,3.64,354,296,149,837
4184,8634,26,QLD,60.3,461.6,774.28,262.44,959.57,978.7,1.87,4.29,11.9,25.28,17.24,31.4,13.49,837.86,1.91,945,553,380,4189
4205,6802,19,QLD,46.0,639.46,1206.67,302.32,1324.9,1443.34,2.23,12.47,9.95,21.53,8.37,47.11,7.81,906.79,1.83,560,483,205,2672
4207,69343,176,QLD,36.48,761.01,1662.66,370.48,1635.03,1792.64,2.78,22.59,11.36,21.59,9.25,60.91,6.88,946.1,2.63,6088,6799,2879,23890
4208,24322,53,QLD,35.18,919.2,2243.61,476.96,2025.77,2278.74,3.12,36.71,15.38,28.9,12.89,71.57,4.37,1035.34,4.61,2782,3651,1638,7676
4209,75418,169,QLD,32.07,853.37,2028.45,473.14,1908.02,2048.55,3.09,29.96,17.09,27.06,11.72,69.83,6.05,1005.16,4.42,9564,10032,4312,23345
4210,22597,57,QLD,37.32,880.41,2234.76,507.8,2073.63,2288.09,3.07,38.02,18.81,30.5,13.04,71.58,4.69,1040.55,5.19,3254,3614,1542,7233
4211,63009,155,QLD,39.97,789.13,1857.01,464.37,1906.79,1985.13,2.8,29.09,18.31,28.76,12.05,65.6,5.21,1014.62,4.61,9253,9118,3737,22272
4212,33458,75,QLD,45.32,850.48,2118.45,616.87,2256.05,2278.32,2.7,36.33,21.92,37.72,18.91,60.78,5.25,1045.51,6.21,6129,6053,2974,11949
4213,31148,72,QLD,40.85,794.25,2151.32,522.27,2141.96,2207.96,3.04,36.22,21.7,34.65,15.41,65.79,4.67,1045.42,5.84,5305,5314,2356,9885
4214,38862,95,QLD,40.93,735.99,1865.72,508.36,1895.7,1989.34,2.8,29.81,22.89,33.39,11.29,62.04,5.92,1012.3,5.53,7332,6127,2153,13310
4215,55436,119,QLD,41.36,672.43,1318.71,414.79,1505.38,1609.83,2.12,16.39,23.07,29.91,10.21,56.71,7.63,949.74,5.12,11310,7683,2589,23588
4216,39698,91,QLD,49.81,748.98,1561.62,520.67,1988.03,1844.68,2.24,23.75,18.25,32.43,15.04,53.15,5.81,1003.42,5.06,6328,5655,2533,16916
4217,45531,102,QLD,44.02,824.45,1697.17,542.89,1978.27,2003.63,2.2,26.2,26.51,36.7,16.21,57.35,6.36,1012.26,6.44,10636,7866,3447,18593
4218,35355,80,QLD,41.49,897.69,1884.17,555.78,2145.06,2225.92,2.33,31.31,27.11,39.86,16.9,63.1,4.56,1044.18,7.05,8312,7305,3076,14264
4220,32963,79,QLD,41.56,869.37,1869.94,535.54,2062.07,2195.68,2.44,31.01,25.08,38.3,15.6,63.67,4.37,1044.7,6.59,6936,6481,2597,12857
4221,28872,68,QLD,40.97,820.56,1828.95,519.03,2074.74,2155.47,2.56,30.77,23.21,36.44,14.1,64.39,4.37,1036.01,5.98,5558,5379,2078,11027
4223,15522,39,QLD,43.5,797.22,1843.47,501.11,2152.91,2107.87,2.66,31.48,22.37,36.9,15.02,62.66,4.25,1034.67,5.97,2821,2789,1129,5629
4224,8658,18,QLD,39.69,857.67,1806.9,492.6,1947.96,2086.74,2.5,28.36,22.84,36.96,14.53,65.07,4.38,1032.65,6.22,1610,1630,641,3235
4225,8454,22,QLD,48.7,795.72,1380.68,425.73,1843.52,1782.8,1.94,20.4,22.73,37.21,15.28,55.83,5.77,1002.57,5.55,1761,1508,613,3777
4226,37275,83,QLD,41.8,782.45,1805.37,570.5,1959.7,1994.27,2.59,28.83,24.45,35.59,14.85,62.56,5.05,1035.44,6.51,7613,6530,2694,13612
4227,24075,48,QLD,37.08,815.45,1940.51,523.21,1959.33,2109.19,2.72,30.97,26.02,36.17,14.24,67.86,4.69,1029.89,6.42,5012,4498,1783,8599
4228,5598,14,QLD,42.82,788.36,2348.17,530.93,2403.11,2377.02,3.2,40.72,21.7,37.68,18.23,63.91,4.73,1066.18,6.02,963,1016,488,1611
4270,4889,12,QLD,41.49,775.63,2213.68,449.2,2136.21,2200.84,3.12,40.25,13.92,29.29,16.68,64.82,4.57,1034.29,4.4,549,712,400,1492
4272,8231,18,QLD,50.04,688.69,1582.85,438.81,1905.97,1835.81,2.51,25.53,27.72,41.52,21.18,54.05,3.84,1043.25,7.02,1910,1466,746,3067
4275,5117,12,QLD,43.23,804.63,1917.1,413.44,1931.36,2092.62,2.82,31.37,15.52,30.95,15.82,63.63,3.12,1042.78,4.9,648,803,409,1657
4280,21532,49,QLD,36.11,823.48,2134.21,445.25,1950.24,2142.12,3.2,33.99,10.25,21.99,11.96,66.58,5.05,1008.48,2.91,1689,2293,1250,6400
4285,22799,57,QLD,41.74,712.07,1639.89,367.27,1715.39,1781.42,2.77,23.23,9.73,23.38,11.2,58.7,5.86,956.6,2.57,1763,2388,1149,7922
4287,1342,4,QLD,49.2,645.5,1233.33,231.75,1644.69,1528.6,2.36,11.45,11.31,33.63,22.83,45.13,2.32,944.29,3.32,131,171,115,440
4300,68924,153,QLD,32.74,918.34,2072.03,387.27,1757.24,2181.24,3.01,33.26,22.02,29.4,13.69,70.42,6.42,996.53,4.87,11140,10269,4762,22144
4301,36957,84,QLD,29.34,758.27,1613.23,339.38,1489.43,1697.73,3.1,19.76,11.0,17.18,8.46,64.78,8.84,910.57,2.07,2903,2737,1348,11515
4303,4181,16,QLD,38.11,566.28,1142.73,267.09,1091.35,1304.7,2.45,11.04,8.71,16.54,9.26,46.44,12.91,801.95,1.18,293,232,122,1413
4304,17815,42,QLD,37.67,679.4,1319.64,294.4,1305.67,1588.64,2.45,16.42,11.54,21.96,9.98,56.21,8.16,902.63,2.11,1663,1628,746,6920
4305,64784,171,QLD,38.03,736.52,1493.15,304.57,1413.27,1763.69,2.54,20.46,12.4,23.8,9.38,58.7,7.72,930.52,2.78,6409,6804,2662,24110
4306,45243,111,QLD,37.13,928.03,2099.32,369.86,1780.22,2260.82,2.83,36.16,18.81,31.15,14.11,68.79,3.61,1044.92,5.17,6564,7265,3281,14685
4307,2375,6,QLD,43.37,726.29,1713.56,303.46,1666.8,1872.41,2.77,26.45,9.8,28.23,17.02,64.48,3.39,1015.29,3.36,194,354,212,810
4309,5190,13,QLD,45.3,678.55,1516.66,307.68,1625.41,1733.61,2.61,24.81,12.25,30.31,16.42,58.89,3.46,1004.69,3.45,522,747,408,1829
4310,7334,18,QLD,49.52,652.08,1380.66,297.8,1505.83,1635.62,2.47,19.92,13.37,30.19,14.96,54.21,3.4,991.76,3.53,832,1004,500,2756
4311,13239,37,QLD,43.99,602.14,1393.8,307.46,1432.06,1541.57,2.67,17.54,8.86,23.4,12.32,51.96,6.67,926.95,2.38,956,1273,679,4682
4312,3851,11,QLD,54.32,539.04,1112.03,275.47,1335.82,1338.3,2.29,14.0,10.45,26.81,15.16,46.01,4.59,943.46,2.73,348,405,232,1604
4313,3049,9,QLD,52.94,557.34,1111.49,243.46,1344.22,1308.34,2.33,13.82,10.72,27.9,13.75,48.83,4.8,951.39,2.64,275,349,175,1221
4314,4866,14,QLD,54.47,488.27,966.11,226.27,1115.71,1156.33,2.26,8.83,7.91,28.66,16.2,41.75,7.82,896.98,2.11,325,501,289,1948
4340,6775,19,QLD,43.66,683.75,1517.46,317.22,1560.29,1689.16,2.59,21.86,9.95,23.69,12.85,55.09,5.53,948.94,2.62,556,720,404,2340
4341,16345,40,QLD,41.57,653.42,1494.81,340.99,1433.14,1653.86,2.69,19.11,8.83,23.19,9.66,55.37,6.98,940.43,2.06,1144,1597,678,5754
4342,3239,9,QLD,40.61,608.82,1431.07,320.22,1365.3,1619.55,2.68,18.57,8.23,24.73,11.11,56.33,6.3,937.18,2.4,220,353,158,1126
4343,13607,34,QLD,36.85,649.31,1436.38,304.69,1404.04,1636.08,2.67,19.61,13.51,24.45,8.43,56.46,4.88,924.37,2.46,1524,1490,495,4584
4344,3989,13,QLD,42.95,739.64,1685.27,305.4,1600.54,1888.68,2.71,23.41,14.58,30.89,12.22,59.65,4.06,1000.01,3.69,472,578,232,1365
4346,2387,5,QLD,44.81,798.67,1728.69,320.22,1785.41,1985.33,2.6,29.72,16.22,32.19,17.02,62.87,2.93,1026.77,4.01,317,384,204,863
4347,1655,5,QLD,42.46,645.85,1463.51,292.03,1431.68,1671.89,2.63,16.21,9.58,28.12,9.92,60.51,3.26,964.32,2.6,130,225,79,592
4350,116165,287,QLD,38.86,776.38,1575.49,324.97,1504.08,1891.92,2.42,21.86,21.42,31.36,6.71,60.18,5.71,968.14,4.41,20080,16944,3542,44794
